QF_Type	start	end	date_assessment	deviceid	informed_consent	gender_KI	comm_q1	comm_q2	comm_q3	comm_q4	comm_q5	comm_q6	comm_q6_other	comm_q7	comm_q8	comm_q9	comm_q9_other	comm_q10	comm_q11	comm_q12	comm_q13	comm_q14	comm_q15	comm_q16	comm_q16_other	comm_q17	comm_q18	comm_q19	comm_q20	comm_q21	comm_q22	comm_q23	comm_q24	comm_q25	comm_q26	comm_q27	comm_q28	comm_q29	comm_q30	comm_q31	comm_q32	comm_q33	comm_q34	comm_q35	comm_q36	comm_q37	comm_q38	comm_q39	comm_q40	comm_q41	comm_q42	comm_q43	comm_q44	comm_q45	food_market_active	nfi_market_active	mixed_market_active	active_markets	food_market_limited	nfi_market_limited	mixed_market_limited	limited_markets	food_market_closed	nfi_market_closed	mixed_market_closed	closed_markets	comm_q49	comm_q50	comm_q50_other	comm_q51	comm_q51_other	comm_q52	comm_q53	comm_q53_other	comm_q54	comm_q54_other	comm_q55	comm_q56	comm_q57	comm_q58	comm_q58_other	comm_q59	comm_q60	comm_q61	comm_q61_other	comm_q62	comm_q62_other	comm_q63	comm_q63_other	comm_q64	comm_q65	comm_q65_other	comm_q66	comm_q66_other	comm_q67	comm_q68	comm_q69	comm_q70	comm_q70_other	comm_q71	comm_q72	comm_q73	comm_q73_other	comm_q74	comm_q74_other	comm_q75	comm_q75_other	comm_q76	comm_q76_other	current_oblast	current_raion	current_village	gps_work	gpslocation	_gpslocation_latitude	_gpslocation_longitude	_gpslocation_altitude	_gpslocation_precision	location_manual	_id	_uuid	_submission_time	_index	Relevant Settlement	KOATUU	Relevant Community	Extracted Community	Latitude	Longitude
Community	2017-05-26T09:41:00.556+03	2017-05-26T10:06:27.617+03	2017-05-26	354619079759782	Yes	female	Yes, functioning		No	Г.Покровск	Yes	Route to services is unsafe (mines, checkpoints, shelling); other (specify)	Нет проф. учителей	5	Очеретино, Покровск	No health facilities available in the area; Security concerns around travel to health facility; Health care services are too expensive;		disabled male disabled female elderly male elderly female all equally	1000-1500	Yes, weekly	no	Yes, infrequently	no	Fuel too expensive Fuel not available Delivery problems		Fully available	30.0	15.0	30.0	16.5	5.0	110.0	70.0	75.0	65.0	95.0	20.0	10.0	9.0	16.0	10.0	9.0	15.0	9.0	10.0	9.0	12.0	110.0	50.0	9.0	999.0	10.0	15.0	999.0	0	0	1	1	0	0	0	0	0	0	0	0	Очеревиною.Покровск	Public bus service Private transport (own car, borrowed car) Mototransport Bicycle		No challenges			local (in this rayon) from the oblast from other regions of Ukraine		Stable employment (salaried) Unstable employment (daily) Farming Allowances (Social security\welfare) Support from family\friends		Fully available	Fully available	Fully available	Cost Poor quality Insufficient selection		На стихийных рынках,  на местном рынке,  г.Покровск	"Г.Донецк
Ясиноватую"	Distance Security concerns Used to sell at markets which are now at NGCA		No problems		Mines and ERW Pillage\destruction of property Lack of Psycho-Social Support		No			Landmines\ERW are present;		Yes, sufficient	Some of the known areas	Yes, sufficient	All available		Yes, insufficient	Daily	bottled				Public (paid) waste collection		no problems		Donetska	Avdiivska	Avdiivka	Yes	48.132318724490126 37.74190130433483 212.21736654752942 12.0	48.1323187245	37.7419013043	212.217366548	12.0		3898220	0696012a-718b-4070-984a-081fa30285aa	2017-05-26T12:32:53	112	Avdiivka	1410200000	Avdiivka (Old Town)	1	48.1323187245	37.7419013043
Community	2017-05-26T10:37:23.653+03	2017-05-26T11:02:18.270+03	2017-05-26	354619079759782	Yes	female	Yes, functioning		Yes, non-functioning	Г. Покровск. Г.Константиновка	Yes	Route to services is unsafe (mines, checkpoints, shelling); other (specify)	Очень частые обстрела и страх родителей за детей	5	Г.Димитрова, г. Константиновка	High cost of transportation to health facility; No transportation\long distance to facility; Health care services are too expensive;		disabled male disabled female elderly male elderly female pregnant women female children male children all equally no issues	1000-1500	Yes, infrequently	no	Yes, infrequently	no	Fuel too expensive Fuel not available Delivery problems		Fully available	34.0	15.0	30.0	17.0	5.0	110.0	75.0	85.0	60.0	85.0	20.0	10.5	10.0	17.0	10.0	10.0	10.0	6.0	10.0	15.0	12.0	130.0	50.0	9.0	280.0	9.0	18.0	40.0	0	0	1	1	0	0	0	0	0	0	0	0	В Очеретино	Public bus service Private transport (own car, borrowed car) Mototransport Bicycle		No challenges			local (in this rayon) from the oblast from other regions of Ukraine		Stable employment (salaried) Unstable employment (daily) Self-employment (not farming) Allowances (Social security\welfare) Support from family\friends Cash from humanitarian organisations		Fully available	Fully available	Fully available	Cost		С земли и на местном рынке	Донецк.Ясиноватая	Distance Security concerns Used to sell at markets which are now at NGCA		No problems		Mines and ERW Pillage\destruction of property Lack of Psycho-Social Support		No			Landmines\ERW are present;		Yes, sufficient	Some of the known areas	Yes, sufficient	All available		Yes, insufficient	Daily	piped drinking water		Yes		Public (paid) waste collection		Damage to infrastructure water shortages		Donetska	Avdiivska	Avdiivka	Yes	48.13407906484357 37.74290157462542 234.7566747216779 32.0	48.1340790648	37.7429015746	234.756674722	32.0		3898226	a6ea9050-7bf8-47c7-887e-c5b3204fc900	2017-05-26T12:33:01	113	Avdiivka	1410200000	Avdiivka	0	48.1340790648	37.7429015746
Community	2017-05-26T11:20:09.312+03	2017-05-26T11:41:55.594+03	2017-05-26	354619079759782	Yes	male	Yes, functioning		Yes, non-functioning	Г.ДОБРОПОЛЬЕ	Yes	Route to services is unsafe (mines, checkpoints, shelling); other (specify)	Нет учителей специалистов	8	Селидоао.Покрытие.Мирноград	No health facilities available in the area; Security concerns around travel to health facility; Health care services are too expensive;		disabled male disabled female elderly male elderly female female children male children IDPs all equally	1000-1500	Yes, infrequently	no	Yes, infrequently	no	Fuel too expensive Fuel not available Quality is too bad		Fully available	33.0	16.0	34.0	16.5	5.0	110.0	65.0	80.0	85.0	85.0	20.0	10.5	6.5	15.0	9.0	10.0	12.0	6.0	8.0	12.0	10.0	40.0	50.0	9.0	280.0	9.0	17.0	999.0	0	0	2	2	0	0	1	1	0	0	0	0	Селидово ,Покровск	Public bus service Private transport (own car, borrowed car) Mototransport Bicycle Walking		No challenges			local (in this rayon) from the oblast from other regions of Ukraine		Stable employment (salaried) Self-employment (not farming) Allowances (Social security\welfare) Support from family\friends		Fully available	Fully available	Fully available	Cost		На местном рынке, стихийный рынок	Донецк,Ясиноватая	Security concerns Used to sell at markets which are now at NGCA		No problems		Community tension Mines and ERW Shelling		No			Landmines\ERW are present;		Yes, insufficient	Some of the known areas	Yes, sufficient	All available		Yes, insufficient	Daily	piped drinking water		other (specify)	У кого есть возможность, то очищают	Public (paid) waste collection		no problems		Donetska	Avdiivska	Avdiivka	Yes	48.13371546123432 37.74625915229367 228.10660012352952 12.0	48.1337154612	37.7462591523	228.106600124	12.0		3898229	fc4bcb87-edc3-469f-b888-3a0f4ea299ce	2017-05-26T12:33:03	114	Avdiivka	1410200000	Avdiivka	0	48.1337154612	37.7462591523
Community	2017-05-26T10:22:16.609+03	2017-05-26T11:51:23.742+03	2017-05-26	354619079756564	Yes	female	Yes, functioning		Don't know		Yes	No challenges Route to services is unsafe (mines, checkpoints, shelling);		999	Ассортимента достатачно	Health care services are too expensive;		all equally	251-500	Yes, weekly	Yes, infrequently	Yes, weekly	Yes, infrequently	Don't know		Fully available	25.0	15.0	30.0	25.0	7.0	999.0	70.0	100.0	70.0	90.0	35.0	10.0	9.0	14.0	10.0	999.0	8.0	7.0	999.0	15.0	13.0	28.0	55.0	12.0	265.0	10.0	22.0	35.0	0	0	1	1	0	0	0	0	0	0	1	1	Рынок работает	Public bus service Bicycle Walking		high prices			from other regions of Ukraine		Stable employment (salaried) Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		На местном рынке	На местном рынке	No problems		Lack of FSPs (incl. ATMs)		Community tension Mines and ERW Presence of armed groups		No			Landmines\ERW are present;		Yes, insufficient	Some of the known areas	Yes, sufficient	All available		Yes, sufficient	Weekly	piped drinking water		Yes		Public (paid) waste collection		Damage to infrastructure water shortages		Donetska	Avdiivska	Avdiivka	Yes	48.13181382426394 37.74390048967906 235.13721203170067 16.0	48.1318138243	37.7439004897	235.137212032	16.0		3898285	d4edc17f-dfa0-40d7-bddb-22ac18293d39	2017-05-26T12:35:41	115	Avdiivka	1410200000	Avdiivka (Old Town)	1	48.1318138243	37.7439004897
Community	2017-05-26T09:44:06.431+03	2017-05-26T10:10:49.686+03	2017-05-26	354619079753736	Yes	female	Yes, functioning		No	Селидово	Yes	No challenges		6	Покровск	No difficulties of access reported;		no issues	501-750	Yes, weekly	no	Yes, daily	Yes, infrequently	Fuel too expensive		Limited availability	30.0	15.0	30.0	17.0	5.0	100.0	75.0	60.0	70.0	95.0	20.0	10.0	10.0	15.0	9.5	10.0	12.0	7.0	9.0	17.0	12.0	30.0	60.0	10.0	200.0	8.0	30.0	999.0	0	1	1	2	0	0	0	0	0	0	0	0	Покровск, Мирноград	Private bus service Private transport (own car, borrowed car) other (specify)	Електричка	Distance need to cross checkpoints Transport is too expensive		100.0	local (in this rayon) from other regions of Ukraine		Stable employment (salaried) Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Cost		Местный рынок	Донецк	Used to sell at markets which are now at NGCA		Lack of FSPs (incl. ATMs) FSPs do not offer necessary services Other (specify)	Большие очереди	Mines and ERW Presence of armed groups Shelling		Don't know			Landmines\ERW are present;		Yes, sufficient	Yes, all known areas	Yes, sufficient	All available		Yes, insufficient	Daily	piped drinking water		Yes		Private (paid) waste collection		no problems		Donetska	Avdiivska	Avdiivka	Yes	48.13179032332812 37.73124576948738 280.21781661376497 64.0	48.1317903233	37.7312457695	280.217816614	64.0		3898488	8a1a0bcf-bc0f-4d79-8aaf-be61f6f78f5f	2017-05-26T12:51:24	116	Avdiivka	1410200000	Avdiivka	0	48.1317903233	37.7312457695
Community	2017-05-26T11:01:02.108+03	2017-05-26T11:20:57.636+03	2017-05-26	354619079753736	Yes	female	Yes, functioning		Don't know		Yes	No challenges		5	Можно заказать чтобы привезли в местной аптеке	Health care services are too expensive;		don’t know	251-500	Yes, infrequently	no	Yes, daily	no	Fuel too expensive		Fully available	22.0	18.0	35.0	18.0	5.0	95.0	65.0	70.0	65.0	95.0	20.0	10.0	10.0	18.0	6.0	7.0	7.0	8.0	6.0	15.0	10.0	35.0	999.0	10.0	999.0	10.0	999.0	22.0	0	0	1	1	0	0	0	0	0	0	0	0	Покровск	Private bus service Private transport (own car, borrowed car)		Distance Transport is too expensive		80.0	local (in this rayon) from the oblast from other regions of Ukraine		Stable employment (salaried) Farming Allowances (Social security\welfare)		Limited availability	Fully available	Fully available	Cost		Местный рынок	Донецк	Used to sell at markets which are now at NGCA		Limited opening hours Queues Lack of FSPs (incl. ATMs)		Pillage\destruction of property Presence of armed groups Shelling		No			Not sure\don't know		Yes, insufficient		Yes, sufficient	All available		Yes, insufficient	Daily	piped drinking water		Yes		Private (paid) waste collection		no problems		Donetska	Avdiivska	Avdiivka	Yes	48.132067951158014 37.73674118290532 211.46662988969905 8.0	48.1320679512	37.7367411829	211.46662989	8.0		3898491	ab9b8c45-4bca-432d-b87f-848d96b05185	2017-05-26T12:51:30	117	Avdiivka	1410200000	Avdiivka	0	48.1320679512	37.7367411829
Community	2017-05-26T11:21:14.464+03	2017-05-26T11:47:32.953+03	2017-05-26	354619078917589	Yes	female	No	Трехизбенка	No	Новоайдар	Yes	other (specify)	Некому учиться	0	Трехизбенка	No health facilities available in the area; High cost of transportation to health facility; Health care services are too expensive;		disabled male disabled female elderly male elderly female	don’t know	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems		Fully available	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Выращивают всё сами	Walking		Transport is never available			other (specify)	Нет рынков	Farming Allowances (Social security\welfare)		Not available	Not available	Not available	Other (specify)	Нет рынков	По месту	Стаханов, Луганск, Коммунарск	Distance Problems transporting produce Used to sell at markets which are now at NGCA		Cost of travelling to FSP Lack of FSPs (incl. ATMs) FSPs do not offer necessary services		Freedom of movement		No			Landmines\ERW are present;		No	Some of the known areas	No	In-home social care Registration servives Delivering pensions or social benefits		No, not required	infrequently	well		No		Waste is buried or burned		no problems		Luhanska	Novoaidarskyi	Orikhove-Donetske	Yes	48.767220152110454 38.85602701029156 72.51906813773452 24.0	48.7672201521	38.8560270103	72.5190681377	24.0		3898504	352ec49d-b432-4cd7-b070-52c40309e6ce	2017-05-26T12:52:29	118	Kriakivka	4423187702	Kriakivka	0	48.7672201521	38.8560270103
Community	2017-05-26T11:35:51.483+03	2017-05-26T11:47:38.376+03	2017-05-26	354619078917589	Yes	male	No	Трехизбенка	No	Новоайдар	Yes	other (specify)	Нет детей	0	Трехизбенка	No health facilities available in the area; High cost of transportation to health facility; Health care services are too expensive;		disabled male disabled female elderly male elderly female	don’t know	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Fuel not available Delivery problems		Not available	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Сами выращивают	Bicycle Walking		Other (specify)	Нет рынков		other (specify)	Люди выращивают	Farming Allowances (Social security\welfare)		Not available	Not available	Not available	Cost		По месту	Луганск, Коммунарск, Стаханов	Other (specify)	Нет рынков	Distance to FSP FSPs do not offer necessary services		Freedom of movement		No			Landmines\ERW are present;		No	Some of the known areas	No	In-home social care Registration servives Delivering pensions or social benefits		No, required	infrequently	well		No		Waste is buried or burned		no problems		Luhanska	Novoaidarskyi	Orikhove-Donetske	Yes	48.767187253112866 38.856115182473786 13.161279218997088 24.0	48.7671872531	38.8561151825	13.161279219	24.0		3898505	6004b206-b980-49e5-8347-a9812522d869	2017-05-26T12:52:30	119	Kriakivka	4423187702	Kriakivka	0	48.7671872531	38.8561151825
Community	2017-05-26T11:05:17.556+03	2017-05-26T15:48:56.099+03	2017-05-26	354619079753975	Yes	female	Yes, functioning		No	Новоайдар	Yes	Distance to services is too big other (specify)	Автобус постоянно ломается	1	Идем в Амбулаторию	other (specify)	Нет врачей	all equally	don’t know	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Fuel not available Delivery problems		Limited availability	30.0	10.0	30.0	19.0	3.0	999.0	999.0	40.0	70.0	80.0	999.0	8.5	9.0	10.0	999.0	999.0	999.0	999.0	999.0	23.0	13.0	26.0	80.0	11.0	999.0	999.0	18.0	999.0	0	0	1	1	0	0	1	1	0	0	1	1	магазин	Walking		No challenges			from the oblast		Stable employment (salaried) Allowances (Social security\welfare)		Limited availability	Fully available	Fully available	Cost		Северодонецк или по соседям	Луганськ,  Алчевск	Distance Used to sell at markets which are now at NGCA		FSPs do not offer necessary services Technical issues at FSP (eg. Electronic systems not functioning)		No concerns		No			Landmines\ERW are not present		Yes, sufficient		Yes, insufficient	All available		Don't know	Not in last three months but has happened	well		No		Waste is buried or burned		no problems		Luhanska	Novoaidarskyi	Trokhizbenka	No						Тюленина 30	3898518	5e693c36-5783-4f48-bb5d-2acd034154bf	2017-05-26T12:53:07	120	Trokhizbenka	4423187701	Trokhizbenka	0	48.7566479223	38.9651393716
Community	2017-05-26T12:12:49.469+03	2017-05-26T12:39:51.555+03	2017-05-26	354619079753975	Yes	female	Yes, functioning		No	Новоайдар	Yes	Distance to services is too big other (specify)	Поломан автобус	1	Новоайдар	other (specify)	Нет врачей	all equally	don’t know	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive Delivery problems		Not available	27.0	12.0	30.0	18.0	5.0	999.0	70.0	48.0	70.0	70.0	999.0	10.0	8.0	7.0	999.0	999.0	999.0	999.0	999.0	25.0	15.0	23.0	50.0	999.0	999.0	999.0	18.0	999.0	0	1	0	1	0	1	0	1	0	1	0	1	Магазин	Private bus service Public bus service		Distance Other (specify)	Работает только  по Воскресеньем		from the oblast		Stable employment (salaried) Allowances (Social security\welfare)		Limited availability	Fully available	Limited availability	Cost		Северодонецк	Луганськ,Алчевск,Стаханов	No problems Used to sell at markets which are now at NGCA		Lack of FSPs (incl. ATMs) FSPs do not offer necessary services		No concerns		No			Landmines\ERW are present;		Yes, sufficient	Yes, all known areas	Yes, insufficient	Registration servives		Don't know	infrequently	well		No		Waste is buried or burned		no problems		Luhanska	Novoaidarskyi	Trokhizbenka	No						Булавина 70	3898519	b6daf257-6f19-4893-8f97-f03221a9964b	2017-05-26T12:53:08	121	Trokhizbenka	4423187701	Trokhizbenka	0	48.7566479223	38.9651393716
Community	2017-05-26T11:21:33.022+03	2017-05-26T15:53:33.427+03	2017-05-26	354619079752720	Yes	female	No	Трехизбенка	No	Новоайдар	Yes	Distance to services is too big		0	Тркхьизбенка	No health facilities available in the area; No transportation\long distance to facility; Old age;		disabled male disabled female elderly male elderly female	don’t know	Yes, infrequently	Yes, daily	The community has no water supply	No centralized heating in the community	No problems		Limited availability	999.0	9.0	30.0	19.0	6.0	999.0	999.0	50.0	60.0	75.0	18.0	9.0	9.0	10.0	999.0	999.0	999.0	999.0	999.0	20.0	12.0	20.0	40.0	12.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Трезьизбенка	Private transport (own car, borrowed car) Bicycle		Distance Transport is too expensive		50.0	from other regions of Ukraine		Farming Allowances (Social security\welfare) Cash from humanitarian organisations		Limited availability	Limited availability	Limited availability	Cost		Трехизбенка	Трехизбенка,Стаханов	Distance		Distance to FSP		Mines and ERW		No			Landmines\ERW are present;		No	Some of the known areas	No	In-home social care		Yes, insufficient	Daily	well		No		Waste is buried or burned		No water to flush Cannot empty septic tank		Luhanska	Novoaidarskyi	Kriakivka	Yes	48.76816690551423 38.88133741795902 69.38705102149909 12.0	48.7681669055	38.881337418	69.3870510215	12.0		3898557	d55ade04-6d79-4914-ab0b-c101dd5e216b	2017-05-26T12:57:10	122	Kriakivka	4423187702	Kriakivka	0	48.7681669055	38.881337418
Community	2017-05-26T11:43:35.592+03	2017-05-26T15:55:20.901+03	2017-05-26	354619079752720	Yes	female	No	Трехьихбенка	No	Новоайдар	Yes	Distance to services is too big other (specify)	Автобус не работает с 04.17	0	Трехьизбенка,Новоайдар	High cost of transportation to health facility; No transportation\long distance to facility;		disabled male disabled female elderly male elderly female	0-250	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive		Limited availability	29.0	9.0	30.0	18.0	6.0	999.0	999.0	45.0	50.0	999.0	999.0	9.0	9.0	10.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	20.0	40.0	10.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Трехьизбенка,Новоайдар	Private transport (own car, borrowed car) Bicycle		Distance high prices Transport is too expensive		999.0	from other regions of Ukraine		Farming Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Cost		Новоайдар	Новоайдар,Стаханов	Distance Used to sell at markets which are now at NGCA		Distance to FSP Queues		Community tension Mines and ERW		No			Landmines\ERW are present;		No	Some of the known areas	No	Registration servives Delivering pensions or social benefits		Yes, insufficient	infrequently	well		No		Waste is buried or burned		No water to flush Cannot empty septic tank		Luhanska	Novoaidarskyi	Kriakivka	Yes	48.76821075588564 38.88124409784575 60.15752692195317 16.0	48.7682107559	38.8812440978	60.157526922	16.0		3898558	b37a164c-84b9-43d5-97e0-403978718560	2017-05-26T12:57:11	123	Kriakivka	4423187702	Kriakivka	0	48.7682107559	38.8812440978
Community	2017-05-26T12:43:02.993+03	2017-05-26T15:56:45.542+03	2017-05-26	354619079752720	Yes	female	No	Трезьизбенка	No	Новоайдар	Yes	Distance to services is too big other (specify)	Школьный автобус не ходит с 04.2017	0	Трехьизбенка	No health facilities available in the area; No transportation\long distance to facility; Old age;		disabled male disabled female elderly male elderly female	0-250	no	The community does not use gas	The community has no water supply	No centralized heating in the community	Fuel too expensive		Not available	999.0	15.0	30.0	18.0	6.0	999.0	999.0	50.0	55.0	75.0	999.0	8.0	8.0	8.0	5.0	5.0	12.0	999.0	999.0	10.0	16.0	999.0	35.0	9.0	999.0	999.0	25.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Трехьизбенка,Новойдар	Private transport (own car, borrowed car) Bicycle		Distance high prices Transport is too expensive		130.0	from other regions of Ukraine		Farming Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Cost		Продают возле домов	Северодонецк	Distance Used to sell at markets which are now at NGCA		Distance to FSP Cost of travelling to FSP Queues		Community tension Mines and ERW		No			Landmines\ERW are present;		No	Some of the known areas	No	In-home social care Other (specify)	Государственный транспорт	Yes, insufficient	infrequently	well		No		Waste is buried or burned		No water to flush Cannot empty septic tank water shortages		Luhanska	Novoaidarskyi	Kriakivka	Yes	48.768075639960095 38.87878478931713 69.26619062522302 8.0	48.76807564	38.8787847893	69.2661906252	8.0		3898559	a3005e69-3322-4058-b187-c873798c329e	2017-05-26T12:57:13	124	Kriakivka	4423187702	Kriakivka	0	48.76807564	38.8787847893
Community	2017-05-26T11:21:15.267+03	2017-05-26T13:01:35.009+03	2017-05-26	354619079753785	Yes	female	No	Трехизбенка	No	Новосйдар	Yes	other (specify)	Детей нет в селе  вообще	0	Трехизбенка	No health facilities available in the area; High cost of transportation to health facility; No transportation\long distance to facility;		all equally	don’t know	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	No problems		Not available	26.0	15.0	30.0	18.0	4.0	999.0	999.0	50.0	999.0	90.0	28.0	7.5	7.5	7.0	999.0	999.0	999.0	999.0	999.0	22.0	10.0	28.0	30.0	20.0	999.0	999.0	20.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Новосйдар.  Трехизбенка.	Private bus service		Transport is too expensive		200.0	local (in this rayon)		Farming Allowances (Social security\welfare)		Limited availability	Limited availability	Limited availability	Cost		Приезжают скупщики	У кого был транспорт возили в стаханов, Луганск, алчевск	Used to sell at markets which are now at NGCA		Distance to FSP Cost of travelling to FSP		No concerns		No			Landmines\ERW are present;		No	Some of the known areas	No	In-home social care Registration servives		No, not required	Daily	well		No		Waste is buried or burned other (specify)	За селом солдаты вырыли траншею. Мусор скидывают туда	no problems		Luhanska	Novoaidarskyi	Orikhove-Donetske	No						Орехово -Донецке ул. Лесная 3	3898628	0c6d9677-381b-4f71-b0d3-1fc67ecc60ab	2017-05-26T13:04:10	125	Orikhove-Donetske	4423187703	Orikhove-Donetske	0	48.770976	38.802217
Community	2017-05-26T12:42:35.695+03	2017-05-26T12:59:48.693+03	2017-05-26	354619079753785	Yes	female	No	Трехизбенка	No	Новоайдар	No	Distance to services is too big other (specify)	Ближайшая школа в трехизбенке. Нет школьного автоьуса	0	Трезизьенка	No health facilities available in the area; Health care services are too expensive;		all equally	0-250	Yes, infrequently	The community does not use gas	The community has no water supply	No centralized heating in the community	No problems		Fully available	26.0	13.0	26.0	18.0	6.5	999.0	50.0	45.0	76.0	80.0	26.0	8.0	12.5	8.0	5.0	7.0	4.5	4.5	4.5	9.0	12.0	25.0	50.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	Трехизбенка	Bicycle Walking		Distance			local (in this rayon) from the oblast		Farming Allowances (Social security\welfare)		Fully available	Fully available	Fully available	Other (specify)	Нет проблем	Скупщики приезжают	Скупщики и сами реализовывали в Луганске	Used to sell at markets which are now at NGCA		Distance to FSP Cost of travelling to FSP Queues		Mines and ERW Shelling		No			Landmines\ERW are present;		No	Yes, all known areas	No	Registration servives		No, not required	infrequently	well		No		Waste is buried or burned Waste is disposed of at designated waste management site		no problems		Luhanska	Novoaidarskyi	Kriakivka	Yes	48.767934422946574 38.879495262700146 63.80755769394803 16.0	48.7679344229	38.8794952627	63.8075576939	16.0		3898629	317d81d3-573f-4aa6-b17b-4ba4f93de664	2017-05-26T13:04:12	126	Kriakivka	4423187702	Kriakivka	0	48.7679344229	38.8794952627
Community	2017-05-26T11:12:48.818+03	2017-05-26T11:49:31.174+03	2017-05-26	354619079757273	Yes	male	Yes, functioning		No	Селидово	No	Cost of attendance is too high other (specify)	Отсутствие преподователей	7	Достаточно	Health care services are too expensive; Lack of proper documentation other (specify)	Нет невропотолога  .некуда ложить пациентов	disabled male disabled female elderly male elderly female	1000-1500	Yes, daily	no	Yes, weekly	no	Fuel too expensive Delivery problems Quality is too bad		Fully available	30.0	10.0	30.0	17.0	5.0	120.0	70.0	60.0	80.0	80.0	20.0	6.0	8.0	10.0	10.0	12.0	12.0	10.0	8.0	15.0	10.0	30.0	45.0	10.0	360.0	6.0	15.0	25.0	2	1	2	5	1	0	0	1	0	0	0	0	Достаточно  Покровск	Private bus service Walking		poor product selection high prices poor product quality			local (in this rayon) from the oblast		Stable employment (salaried) Unstable employment (daily) Cash from humanitarian organisations		Fully available	Fully available	Fully available	Cost Other (specify)	Нет асартимента	Рынок	Донецк По месту	Distance Used to sell at markets which are now at NGCA		No problems Queues Documentary problems		Mines and ERW other (specify)	Марадерство	No			Landmines\ERW are present;		Yes, sufficient	Yes, all known areas	Yes, sufficient	In-home social care Registration servives		Yes, insufficient	Daily	piped drinking water		Yes		Public (paid) waste collection		water shortages		Donetska	Avdiivska	Avdiivka	Yes	48.126506029370525 37.73959418250413 275.8562187960008 48.0	48.1265060294	37.7395941825	275.856218796	48.0		3898632	5e3dc07c-888c-4645-b6f1-ffbf23d22263	2017-05-26T13:04:21	127	Avdiivka	1410200000	Avdiivka	0	48.1265060294	37.7395941825
Community	2017-05-26T12:32:56.659+03	2017-05-26T12:43:38.459+03	2017-05-26	354619079757273	Yes	female	No	Авдеевка	No	Доброполье	No	Distance to services is too big Route to services is unsafe (mines, checkpoints, shelling); other (specify)	Отсутствие ьранспорта	0	Авдеевка	No health facilities available in the area; Security concerns around travel to health facility; No transportation\long distance to facility;		all equally	don’t know	Yes, daily	Yes, daily	Yes, daily	No centralized heating in the community	Fuel not available		Not available	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	999.0	0	0	0	0	0	0	0	0	0	0	0	0	В авдеевку	Bicycle		Distance Security concerns in travelling Other (specify)	Отутствие оранспортного сообщения		other (specify)	Гуманитарка	Allowances (Social security\welfare) Cash from humanitarian organisations		Not available	Not available	Not available	Other (specify)	Недоступно	Не продают	В донецке	Other (specify)	Не продают	Distance to FSP Other (specify)	Отсутствие транспорта	Mines and ERW Shelling		No			Landmines\ERW are present;		No	None of the known areas	No	In-home social care Registration servives Delivering pensions or social benefits		No, required	Daily	well		No		Waste is buried or burned Waste is left in the street\public area		Damage to infrastructure		Donetska	Yasynuvatskyi	Opytne	No						Дружбы 36	3898633	7113183f-41d0-4d81-a16e-594e92217ae0	2017-05-26T13:04:24	128	Opytne	1425587606	Opytne	0	48.096115	37.722747
