	start	end	date_assessment	deviceid	enum_id	facility_name	facility_type	facility_status	current_oblast	current_raion	current_village	gps_work	gpslocation	_gpslocation_latitude	_gpslocation_longitude	_gpslocation_altitude	_gpslocation_precision	location_manual	_id	_uuid	_submission_time	_index
69	2017-05-19T10:31:42.716+03	2017-05-19T17:26:25.446+03	2017-05-19	354619078917910	SIEV_04	Почта	Post office	Active / operating	Luhanska	Popasnianskyi	Hirske	Yes	48.76315971865128 38.513480099080816 130.0564858054699 16.0	48.7631597187	38.5134800991	130.056485805	16.0		3751026	8fdd0810-162b-41fe-bc33-91c8d3235dba	2017-05-19T14:38:45	70
70	2017-05-19T12:18:07.272+03	2017-05-19T12:19:06.393+03	2017-05-19	354619078917910	SIEV_04	Рынок	Marketplace	Active / operating	Luhanska	Popasnianskyi	Hirske	Yes	48.74032751127767 38.49587060957915 205.3852814392198 12.0	48.7403275113	38.4958706096	205.385281439	12.0		3751029	62c2b41b-7737-4c20-8791-c28923fa509e	2017-05-19T14:38:47	71
71	2017-05-19T12:20:29.523+03	2017-05-19T15:20:30.672+03	2017-05-19	354619078917910	SIEV_04	АВТОСТАНЦИЯ	Bus station	Closed permanently	Luhanska	Popasnianskyi	Hirske	Yes	48.7419586559332 38.49482429994051 213.53530754460564 16.0	48.7419586559	38.4948242999	213.535307545	16.0		3751030	1329ac6c-fb4d-4d6c-b85c-0c84abb02a0d	2017-05-19T14:38:48	72
72	2017-05-19T14:00:32.874+03	2017-05-19T14:01:27.762+03	2017-05-19	354619079753975	SIEV_ 03	Библиотека	Government building	Active / operating	Luhanska	Popasnianskyi	Hirske	Yes	48.74509956377981 38.48816572455918 233.16355443033555 8.0	48.7450995638	38.4881657246	233.16355443	8.0		3751636	69ac5705-13bc-48a2-87cf-e56c0daab7c8	2017-05-19T14:59:45	73
73	2017-06-02T12:25:22.519+03	2017-06-02T12:26:22.143+03	2017-06-02	354619078917803	Siev_02	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Artema	Yes	48.790023734056405 39.307740034201956 51.30594569540952 8.0	48.7900237341	39.3077400342	51.3059456954	8.0		4007317	b47674b8-bae7-4991-98b5-6518206329eb	2017-06-02T12:31:21	74
74	2017-06-02T12:15:01.268+03	2017-06-02T12:15:42.539+03	2017-06-02	354619078917589	SIEV_07	Магазин	Supermarket	Active / operating	Luhanska	Stanychno-Luhanskyi	Staryi Aidar	Yes	48.723400806439926 39.182385405995994 63.4736247284536 6.0	48.7234008064	39.182385406	63.4736247285	6.0		4007223	27f2404f-fa34-4438-8512-ab99882b761d	2017-06-02T12:15:24	75
75	2017-05-22T14:04:20.870+03	2017-05-22T14:05:39.560+03	2017-05-22	354619078917589	SIEV_07	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Zolote	Yes	48.71634177684854 38.49207627802937 279.4928028846271 16.0	48.7163417768	38.492076278	279.492802885	16.0		3806429	0ac8514f-b13e-4e5c-a2ea-1103845afb58	2017-05-22T14:13:32	76
76	2017-05-22T14:06:58.252+03	2017-05-22T14:07:53.967+03	2017-05-22	354619078917589	SIEV_07	Приватбанк	Bank	Active / operating	Luhanska	Popasnianskyi	Zolote	Yes	48.718509652322716 38.497102365926544 255.61415606274306 32.0	48.7185096523	38.4971023659	255.614156063	32.0		3806430	5e39b4cc-945e-4d1d-b9bc-cd0c9cd3e28d	2017-05-22T14:13:33	77
77	2017-05-22T14:10:58.262+03	2017-05-22T14:12:20.527+03	2017-05-22	354619078917589	SIEV_07	Автобусная остановка	Bus station	Active / operating	Luhanska	Popasnianskyi	Zolote	Yes	48.70921580628578 38.51046679564795 252.96187338889757 16.0	48.7092158063	38.5104667956	252.961873389	16.0		3806432	9ff072a5-d693-4781-b5fc-4c04e7630ff9	2017-05-22T14:13:34	78
78	2017-05-22T14:12:55.958+03	2017-05-22T14:36:57.642+03	2017-05-22	354619078917589	SIEV_07	Аптека	Pharmacy	Closed permanently	Luhanska	Popasnianskyi	Zolote	Yes	48.68229307827362 38.47754802177484 220.7271620235563 16.0	48.6822930783	38.4775480218	220.727162024	16.0		3806433	dac5d849-8e36-4119-be84-f98317f302aa	2017-05-22T14:13:35	79
79	2017-05-22T14:37:07.308+03	2017-05-22T14:37:47.169+03	2017-05-22	354619078917589	SIEV_07	Магазин  Феникс	Supermarket	Active / operating	Luhanska	Popasnianskyi	Zolote	Yes	48.68217314828133 38.47647404329007 197.0000500337954 16.0	48.6821731483	38.4764740433	197.000050034	16.0		3806435	bb77e67f-a1a6-4495-8f70-25348df1bbb5	2017-05-22T14:13:36	80
80	2017-05-22T13:27:17.439+03	2017-05-22T13:28:02.300+03	2017-05-22	354619078917803	Siev_02	Почта	Post office	Closed permanently	Luhanska	Popasnianskyi	Troitske	Yes	48.53022134456521 38.385934317281496 143.92869656978797 16.0	48.5302213446	38.3859343173	143.92869657	16.0		3806559	12bde04e-94fa-4782-b665-07025a11fcc2	2017-05-22T14:18:55	81
81	2017-05-22T14:39:24.368+03	2017-05-22T14:41:44.641+03	2017-05-22	354619078917803	Siev_02	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Komyshuvakha	Yes	48.69911876784917 38.45840470751055 145.88532454794787 48.0	48.6991187678	38.4584047075	145.885324548	48.0		3806560	4b8676d0-8eb2-48fe-870a-478aa50a232a	2017-05-22T14:18:57	82
82	2017-05-22T13:25:07.685+03	2017-05-22T17:13:23.974+03	2017-05-22	354619079753785	SIEV_01	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Troitske	Yes	48.53365773147414 38.38741198845653 143.4384581295123 16.0	48.5336577315	38.3874119885	143.43845813	16.0		3806662	4c1cedce-a583-431c-b7c4-c8e0a3021e0c	2017-05-22T14:20:47	83
83	2017-05-22T13:35:17.547+03	2017-05-22T17:13:47.775+03	2017-05-22	354619079753785	SIEV_01	Ника	Supermarket	Active / operating	Luhanska	Popasnianskyi	Troitske	Yes	48.51091635637609 38.34526693354882 150.87156064254444 16.0	48.5109163564	38.3452669335	150.871560643	16.0		3806663	ea6aae8a-3eba-45a3-b408-e5616c64cdad	2017-05-22T14:20:48	84
84	2017-05-22T13:41:01.809+03	2017-05-22T17:14:39.670+03	2017-05-22	354619079753785	SIEV _01	Лугань	Supermarket	Closed permanently	Luhanska	Popasnianskyi	Troitske	Yes	48.526896738609366 38.363148921673975 139.54772523844727 16.0	48.5268967386	38.3631489217	139.547725238	16.0		3806665	47ad7183-9715-48d9-80eb-ea5456f0057e	2017-05-22T14:20:49	85
85	2017-05-22T10:29:23.076+03	2017-05-22T10:34:26.957+03	2017-05-22	354619079757273	Slov 003	Маг продукты	Supermarket	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.323238559938495 37.82730197708004 181.1890936964792 12.0	48.3232385599	37.8273019771	181.189093696	12.0		3806704	1bb3796f-b239-4a44-b5bb-cd7418ff126c	2017-05-22T14:22:25	86
86	2017-05-22T12:42:58.169+03	2017-05-22T12:44:23.466+03	2017-05-22	354619079757273	SLOV 003	Автовокзал	Bus station	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.33224080259806 37.840741514858465 126.68194287432146 32.0	48.3322408026	37.8407415149	126.681942874	32.0		3806706	3f38ba1d-5a98-423b-903d-d2047bcad1aa	2017-05-22T14:22:27	87
87	2017-05-22T12:54:07.255+03	2017-05-22T12:55:24.707+03	2017-05-22	354619079757273	Slov 003	Магазин полная чаша	Supermarket	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.326630784010845 37.826574127295956 195.4335506251793 12.0	48.326630784	37.8265741273	195.433550625	12.0		3806708	f7d6dd0d-0a1a-4044-9776-36530a6c4bc1	2017-05-22T14:22:29	88
88	2017-05-22T12:56:13.014+03	2017-05-22T12:59:37.566+03	2017-05-22	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.32720326909789 37.82709691788447 171.51232275373923 16.0	48.3272032691	37.8270969179	171.512322754	16.0		3806710	32b86693-b2df-4502-9e5b-ee2da484a013	2017-05-22T14:22:30	89
89	2017-05-22T15:08:28.971+03	2017-05-22T15:09:26.624+03	2017-05-22	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.33330010499794 37.8407749353037 151.4083334452399 16.0	48.333300105	37.8407749353	151.408333445	16.0		3806715	d7eef6af-742d-466f-a1c8-4873200ff8bf	2017-05-22T14:22:34	90
90	2017-05-22T15:10:56.022+03	2017-05-22T15:11:56.980+03	2017-05-22	354619079757273	Slov 003	Магазин маяк	Supermarket	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.332641275098986 37.84050893431103 116.13115643717711 8.0	48.3326412751	37.8405089343	116.131156437	8.0		3806716	e742e53c-0d2c-4c7c-9376-cf1c74cd1f40	2017-05-22T14:22:35	91
91	2017-05-22T15:12:35.724+03	2017-05-22T15:13:33.472+03	2017-05-22	354619079757273	Slov 003	Аптека арника	Pharmacy	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.33270865623122 37.83991449770453 150.5264454416182 16.0	48.3327086562	37.8399144977	150.526445442	16.0		3806718	896bc513-d745-4a9c-8d2f-26f60556f0c0	2017-05-22T14:22:36	92
92	2017-05-22T15:13:52.536+03	2017-05-22T15:14:46.672+03	2017-05-22	354619079757273	Slov 003	Рынок	Marketplace	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.33235948235041 37.83973927796292 134.66820998721266 32.0	48.3323594824	37.839739278	134.668209987	32.0		3806719	121d61f5-c8c7-4cd1-bd73-81c081177c97	2017-05-22T14:22:37	93
93	2017-05-22T15:17:15.884+03	2017-05-22T15:18:09.445+03	2017-05-22	354619079757273	Slov 003	Маг Олимп	Supermarket	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.332834374110334 37.840586014450324 161.17210006953468 32.0	48.3328343741	37.8405860145	161.17210007	32.0		3806720	f9f11c01-51c2-467d-b00d-d0945ad3e6fa	2017-05-22T14:22:38	94
94	2017-05-22T15:20:26.837+03	2017-05-22T15:21:18.805+03	2017-05-22	354619079757273	Slov 003	Ощадбанк	Bank	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.33275344650238 37.84050007217042 142.77756545703113 32.0	48.3327534465	37.8405000722	142.777565457	32.0		3806721	93711dff-5ada-44ad-b6e0-c9be62531dc1	2017-05-22T14:22:39	95
95	2017-05-22T15:23:02.091+03	2017-05-22T15:24:12.320+03	2017-05-22	354619079757273	Slov 003	Аптека	Pharmacy	Closed permanently	Donetska	Dzerzhynska	Novhorodske	Yes	48.33394866499077 37.84403787795403 137.39620609223016 32.0	48.333948665	37.844037878	137.396206092	32.0		3806722	e702c2de-0eb1-4fe8-b035-2483629aee13	2017-05-22T14:22:40	96
96	2017-05-22T10:38:04.293+03	2017-05-22T10:39:32.920+03	2017-05-22	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Dzerzhynska	Artemove	Yes	48.37068981843698 37.879507791156875 233.20658467449363 96.0	48.3706898184	37.8795077912	233.206584674	96.0		3806777	511b2a34-3d4b-43b5-8331-b396065e9f12	2017-05-22T14:25:24	97
97	2017-05-22T12:23:30.109+03	2017-05-22T12:24:27.187+03	2017-05-22	354619079756564	Slov 004	Рынок	Marketplace	Active / operating	Donetska	Dzerzhynska	Artemove	Yes	48.37639225512698 37.893817399993196 203.20631092111847 96.0	48.3763922551	37.8938174	203.206310921	96.0		3806780	25cad45c-cf05-4061-a16d-244210dae4aa	2017-05-22T14:25:28	98
98	2017-05-22T12:25:04.925+03	2017-05-22T12:26:07.282+03	2017-05-22	354619079756564	Slov 004	Ощадбанк	Bank	Active / operating	Donetska	Dzerzhynska	Artemove	Yes	48.37611142160689 37.89411615565554 291.61247216943246 8.0	48.3761114216	37.8941161557	291.612472169	8.0		3806781	f2fa686d-96dd-4d33-aedd-b41fb3a4b114	2017-05-22T14:25:29	99
99	2017-05-22T12:30:55.689+03	2017-05-22T12:32:29.138+03	2017-05-22	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Dzerzhynska	Artemove	Yes	48.372149496882294 37.887782598382884 188.60137111530014 32.0	48.3721494969	37.8877825984	188.601371115	32.0		3806782	c275abce-f13b-4dc4-a2e3-22a2f9cdae90	2017-05-22T14:25:30	100
100	2017-05-22T12:45:59.792+03	2017-05-22T12:47:26.282+03	2017-05-22	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Dzerzhynska	Leninske	Yes	48.36950912685699 37.90782835723004 378.74439893660036 64.0	48.3695091269	37.9078283572	378.744398937	64.0		3806783	ad3e5af6-cb80-4a05-859a-45f1c57024a5	2017-05-22T14:25:31	101
101	2017-05-22T13:31:11.683+03	2017-05-22T13:35:35.192+03	2017-05-22	354619079759782	Slov007	Шахта Южная	Government building	Active / operating	Donetska	Dzerzhynska	Leninske	Yes	48.367413153590405 37.90842884307626 215.3168207025453 32.0	48.3674131536	37.9084288431	215.316820703	32.0		3806820	6c3d3b17-18fd-4c23-a6a7-c2fc322ee3d7	2017-05-22T14:27:38	102
102	2017-05-22T15:14:12.008+03	2017-05-22T15:15:06.793+03	2017-05-22	354619078917910	SIEV_04	Почта	Post office	Active / operating	Luhanska	Popasnianskyi	Zolote	Yes	48.68281924187653 38.47643602135481 217.11282215715931 24.0	48.6828192419	38.4764360214	217.112822157	24.0		3806856	2d2a5119-ce18-4c82-8e50-061a1da85091	2017-05-22T14:29:55	103
103	2017-05-22T11:11:01.686+03	2017-05-22T11:12:52.355+03	2017-05-22	354619079753736	Slov005	Приватбанк	Bank	Active / operating	Donetska	Dzerzhynska	Novhorodske	Yes	48.333574867572686 37.84033447673622 131.15693024768805 32.0	48.3335748676	37.8403344767	131.156930248	32.0		3806986	2b91e903-fcb7-4af4-8438-a8c89e5172f3	2017-05-22T14:38:07	104
104	2017-05-22T13:41:18.948+03	2017-05-22T17:35:53.625+03	2017-05-22	354619079752720	SIEV_05	156	Pharmacy	Closed permanently	Luhanska	Popasnianskyi	Troitske	Yes	48.52688363774981 38.36313038148356 137.5165107841288 16.0	48.5268836377	38.3631303815	137.516510784	16.0		3807067	ee4a125f-efdc-4485-b689-71144708aaa5	2017-05-22T14:39:55	105
105	2017-05-23T11:22:48.301+03	2017-05-23T11:24:27.250+03	2017-05-23	354619079757273	Slov 003	Школа 7	School	Active / operating	Donetska	Dzerzhynska	Druzhba	Yes	48.40735473928193 37.917533948336526 230.13173691225728 16.0	48.4073547393	37.9175339483	230.131736912	16.0		3824152	ba60f8db-27a3-4536-ae2a-226338c0a062	2017-05-23T13:21:39	106
106	2017-05-23T12:05:02.296+03	2017-05-23T12:05:51.945+03	2017-05-23	354619078917803	Siev_02	Магазин	Supermarket	Closed permanently	Luhanska	Popasnianskyi	Katerynivka	Yes	48.66787625712386 38.4812863043787 172.32297996696542 12.0	48.6678762571	38.4812863044	172.322979967	12.0		3824986	5b63fbe2-25b1-48a6-895b-58cf617f103a	2017-05-23T13:56:03	107
107	2017-05-23T13:23:33.588+03	2017-05-23T13:24:14.372+03	2017-05-23	354619078917803	Siev_02	Почта	Post office	Closed permanently	Luhanska	Popasnianskyi	Orikhove	Yes	48.72662511478454 38.55505863440065 205.34643643928692 32.0	48.7266251148	38.5550586344	205.346436439	32.0		3824988	330d167e-e717-4698-9bc9-e27708bdbb8d	2017-05-23T13:56:04	108
108	2017-05-23T13:30:07.870+03	2017-05-23T13:30:54.939+03	2017-05-23	354619078917803	Siev_02	Библиотека	Government building	Closed permanently	Luhanska	Popasnianskyi	Orikhove	Yes	48.726594340789816 38.555154359391075 196.40486837239405 32.0	48.7265943408	38.5551543594	196.404868372	32.0		3824989	d686d772-de67-4f4e-987f-e3b8bd97af82	2017-05-23T13:56:05	109
109	2017-05-23T13:49:33.478+03	2017-05-23T13:50:13.686+03	2017-05-23	354619078917803	Siev_02	Школа	Government building	Closed permanently	Luhanska	Popasnianskyi	Orikhove	Yes	48.72270461174462 38.567467846223146 198.84936458338964 12.0	48.7227046117	38.5674678462	198.849364583	12.0		3824990	f9302d6c-97bd-4c63-b5d1-c922bc772bba	2017-05-23T13:56:06	110
110	2017-05-23T14:03:51.492+03	2017-05-23T14:05:52.800+03	2017-05-23	354619078917589	SIEV_07	Детский сад	Kindergarten	Active / operating	Luhanska	Popasnianskyi	Zolote	Yes	48.69826424687111 38.5160048801542 178.7496206648207 24.0	48.6982642469	38.5160048802	178.749620665	24.0		3825055	f04b3c53-2b15-4e12-99b8-2f6bc0beb14f	2017-05-23T13:58:40	111
111	2017-05-23T11:57:26.032+03	2017-05-23T12:00:07.016+03	2017-05-23	354619078917910	SIEV_004	Катериніаський районн ий будинок  культури	Government building	Active / operating	Luhanska	Popasnianskyi	Katerynivka	Yes	48.66793448161021 38.48164039768437 170.50680916474457 16.0	48.6679344816	38.4816403977	170.506809165	16.0		3825287	531526cb-7d8c-4dda-bc17-158950c6bc7d	2017-05-23T14:09:37	112
112	2017-05-23T12:29:21.539+03	2017-05-23T12:31:15.685+03	2017-05-23	354619079753785	SIEV _01	Золотивська школа	School	Active / operating	Luhanska	Popasnianskyi	Zolote	Yes	48.68122334460509 38.53350523181441 159.1364545021137 32.0	48.6812233446	38.5335052318	159.136454502	32.0		3825410	50c46499-22b2-49ea-bdad-f1ad6179b246	2017-05-23T14:14:21	113
113	2017-05-23T12:57:51.515+03	2017-05-23T17:26:53.599+03	2017-05-23	354619079752720	SIEV_05	Магазин	Supermarket	Don't know / Not sure	Luhanska	Popasnianskyi	Katerynivka	Yes	48.67258668357858 38.500468016874414 153.78002037935514 16.0	48.6725866836	38.5004680169	153.780020379	16.0		3825651	39f4b1bf-30df-4164-b761-12c3ffba3958	2017-05-23T14:28:38	114
114	2017-05-24T10:30:44.463+03	2017-05-24T10:31:43.484+03	2017-05-24	354619079756564	Slov 004	Продукты	Supermarket	Active / operating	Donetska	Yasynuvatskyi	Novoselivka	Yes	48.2703324342679 37.84960710328298 129.92892073571366 8.0	48.2703324343	37.8496071033	129.928920736	8.0		3853674	03a1847b-e595-420b-9593-87638bc038f5	2017-05-24T13:32:14	115
115	2017-05-24T13:44:41.537+03	2017-05-24T13:46:34.982+03	2017-05-24	354619079756564	Slov 004	Магазин	Supermarket	Active / operating	Donetska	Dzerzhynska	Nelipivka	Yes	48.35108664507719 37.83703367125641 141.11004262208715 16.0	48.3510866451	37.8370336713	141.110042622	16.0		3853676	3e6f6c71-b621-4dc3-955a-9492ebf26351	2017-05-24T13:32:16	116
116	2017-05-24T13:55:58.408+03	2017-05-24T13:58:02.054+03	2017-05-24	354619079756564	Slov 004	Школа 20	School	Closed permanently	Donetska	Dzerzhynska	Nelipivka	Yes	48.35307894945392 37.83834788934473 126.48681229145254 16.0	48.3530789495	37.8383478893	126.486812291	16.0		3853677	651dac13-8aa2-4278-aaf0-e40773395ba4	2017-05-24T13:32:17	117
117	2017-05-24T13:58:07.293+03	2017-05-24T13:59:25.391+03	2017-05-24	354619079756564	Slov 004	Детсад 1	Kindergarten	Closed permanently	Donetska	Dzerzhynska	Nelipivka	Yes	48.35324231967222 37.83843461793222 140.75461484429346 8.0	48.3532423197	37.8384346179	140.754614844	8.0		3853678	abfed325-1ee5-4286-a594-56daf0998d10	2017-05-24T13:32:18	118
118	2017-05-24T10:15:43.970+03	2017-05-24T10:19:19.684+03	2017-05-24	354619079758131	Slov006	Почта	Post office	Closed permanently	Donetska	Yasynuvatskyi	Novoselivka	Yes	48.272207892443035 37.8497261975806 153.46115673715525 12.0	48.2722078924	37.8497261976	153.461156737	12.0		3853693	91d22133-09e5-4e77-ab76-680e2af5dcc9	2017-05-24T13:33:27	119
119	2017-05-24T10:35:04.288+03	2017-05-24T10:36:35.036+03	2017-05-24	354619079757273	Slov 003	Магазин продукты	Supermarket	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38228819924752 37.90348233888815 279.69244921702494 16.0	48.3822881992	37.9034823389	279.692449217	16.0		3853824	575e1c90-c88d-4dfa-aa48-d0103e359751	2017-05-24T13:39:19	120
120	2017-05-24T11:21:02.022+03	2017-05-24T11:22:02.566+03	2017-05-24	354619079757273	Slov 003	Рынок	Marketplace	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38725849657983 37.90459119323817 279.0084154174627 8.0	48.3872584966	37.9045911932	279.008415417	8.0		3853826	817c201e-5d80-4c28-8a43-755b6e4a2d74	2017-05-24T13:39:21	121
121	2017-05-24T11:23:04.220+03	2017-05-24T11:23:47.868+03	2017-05-24	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38668866632695 37.905153784936495 248.43572402951577 24.0	48.3866886663	37.9051537849	248.43572403	24.0		3853827	9376b50a-0109-4bcc-bd3e-9fc197d81ee9	2017-05-24T13:39:22	122
122	2017-05-24T11:24:34.962+03	2017-05-24T11:25:52.862+03	2017-05-24	354619079757273	Slov 003	Магазин гурман	Supermarket	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38711834274196 37.90464737791057 270.44401364625895 24.0	48.3871183427	37.9046473779	270.444013646	24.0		3853828	606107bc-2e0a-472f-a3ad-6e5664addfe7	2017-05-24T13:39:23	123
123	2017-05-24T11:26:37.628+03	2017-05-24T11:27:36.853+03	2017-05-24	354619079757273	Slov 003	Новая почта	Post office	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38710556039859 37.90426516880629 279.9315783028878 48.0	48.3871055604	37.9042651688	279.931578303	48.0		3853829	4e9d7672-b2b4-407d-acfd-95a3d428d72a	2017-05-24T13:39:24	124
124	2017-05-24T11:30:59.458+03	2017-05-24T11:32:11.320+03	2017-05-24	354619079757273	Slov 003	Ощадбанк	Bank	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.385199118587565 37.90552891888931 258.62518087339413 32.0	48.3851991186	37.9055289189	258.625180873	32.0		3853830	7b7fbe11-537f-4690-83d5-ce5b63f3b619	2017-05-24T13:39:25	125
125	2017-05-24T11:32:36.180+03	2017-05-24T11:33:41.112+03	2017-05-24	354619079757273	Slov 003	Бытовая техника	Supermarket	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38557310783088 37.90554979217779 246.59839562990095 32.0	48.3855731078	37.9055497922	246.59839563	32.0		3853831	358e9d0d-36d7-400c-b135-7441a3b08644	2017-05-24T13:39:26	126
126	2017-05-24T11:57:44.531+03	2017-05-24T11:58:36.837+03	2017-05-24	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38601569885562 37.90594482577202 257.03895328098986 16.0	48.3860156989	37.9059448258	257.038953281	16.0		3853832	579cca04-5a45-49f5-b5eb-4848224a6655	2017-05-24T13:39:27	127
127	2017-05-24T11:58:49.507+03	2017-05-24T11:59:43.310+03	2017-05-24	354619079757273	Slov 003	Снконд	Supermarket	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38577745769196 37.90580527393727 217.64631418233157 32.0	48.3857774577	37.9058052739	217.646314182	32.0		3853833	126e5a83-fc7a-4b23-8a33-553f6f345735	2017-05-24T13:39:28	128
128	2017-05-24T12:01:31.499+03	2017-05-24T12:02:27.554+03	2017-05-24	354619079757273	Slov 003	Хоз товары	Supermarket	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.38507505160539 37.90500185080849 280.2432226681594 12.0	48.3850750516	37.9050018508	280.243222668	12.0		3853835	a925595d-e89d-4405-bb4a-9a578ccd71e6	2017-05-24T13:39:29	129
129	2017-05-24T13:27:19.609+03	2017-05-24T13:28:20.480+03	2017-05-24	354619079757273	Slov 003	Аптека	Pharmacy	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.39612343904996 37.91424358566309 272.4733794720385 24.0	48.396123439	37.9142435857	272.473379472	24.0		3853839	5dacd49a-d153-41ea-8179-13b5d9500033	2017-05-24T13:39:32	130
130	2017-05-24T13:29:03.880+03	2017-05-24T13:30:02.181+03	2017-05-24	354619079757273	Slov 003	Почта	Post office	Active / operating	Donetska	Dzerzhynska	Kirove	Yes	48.39631186763938 37.91373767649037 257.667002358434 24.0	48.3963118676	37.9137376765	257.667002358	24.0		3853840	d5cfda33-ce31-4091-9c46-aadc0cf3cde8	2017-05-24T13:39:33	131
131	2017-05-24T13:55:32.733+03	2017-05-24T13:56:27.651+03	2017-05-24	354619079757273	Slov 003	Почта	Post office	Active / operating	Donetska	Dzerzhynska	Nelipivka	Yes	48.35181890705872 37.837116197920864 140.4871238969943 16.0	48.3518189071	37.8371161979	140.487123897	16.0		3853841	99103586-30bd-41b6-9a51-29a69194259d	2017-05-24T13:39:34	132
132	2017-05-24T10:54:46.889+03	2017-05-24T13:17:05.732+03	2017-05-24	354619078917589	SIEV_07	Магазин Катюша	Supermarket	Active / operating	Luhanska	Popasnianskyi	Nyzhnie	Yes	48.77034696002316 38.610692475347214 104.86474574343995 8.0	48.77034696	38.6106924753	104.864745743	8.0		3854738	b8efcee9-3742-4d46-8d19-f2cb1f0099a5	2017-05-24T14:17:53	133
133	2017-05-24T14:19:44.041+03	2017-05-24T14:20:41.761+03	2017-05-24	354619078917589	SIEV_07	Интернат	Government building	Active / operating	Luhanska	Popasnianskyi	Nyzhnie	Yes	48.77738708346525 38.632062099571 60.46548072730027 12.0	48.7773870835	38.6320620996	60.4654807273	12.0		3854742	f6f4338b-3885-40b4-a589-46da0273a70d	2017-05-24T14:17:56	134
134	2017-05-24T16:00:08.948+03	2017-05-24T16:00:44.871+03	2017-05-24	354619078917589	SIEV_07	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Settlement is not on the list	Yes	48.76147402178597 38.65207480038632 123.55600852621569 8.0	48.7614740218	38.6520748004	123.556008526	8.0		3854744	21b02a9b-b2cb-49dc-b2c0-1db9aa48cb16	2017-05-24T14:17:58	135
135	2017-05-24T12:34:43.194+03	2017-05-24T12:35:54.661+03	2017-05-24	354619079753785	Siev_01	Аптека фармация	Pharmacy	Active / operating	Luhanska	Popasnianskyi	Novotoshkivske	Yes	48.724688763228286 38.63255866462822 229.807267535364 32.0	48.7246887632	38.6325586646	229.807267535	32.0		3854859	b50ce763-b4f9-47c2-922c-5553a9fca36b	2017-05-24T14:23:21	136
136	2017-05-24T13:35:11.636+03	2017-05-24T13:35:55.951+03	2017-05-24	354619079753785	SIEV _01	Магазин	Supermarket	Active / operating	Luhanska	Popasnianskyi	Novotoshkivske	Yes	48.72416050754688 38.629951349255336 185.2715648798286 12.0	48.7241605075	38.6299513493	185.27156488	12.0		3854861	f5aa54c3-4480-4203-9c71-885d1901db9f	2017-05-24T14:23:23	137
137	2017-05-24T13:39:20.826+03	2017-05-24T13:40:04.111+03	2017-05-24	354619079753785	Siev_01	Почта	Post office	Active / operating	Luhanska	Popasnianskyi	Novotoshkivske	Yes	48.72609575104341 38.62810166680214 184.04462902147796 48.0	48.726095751	38.6281016668	184.044629021	48.0		3854862	9bbfbb38-41ea-4f16-a127-453a42c1b9c7	2017-05-24T14:23:24	138
138	2017-05-24T14:50:19.637+03	2017-05-24T14:50:58.984+03	2017-05-24	354619079753785	Siev_01	Магазин	Supermarket	Destroyed	Luhanska	Popasnianskyi	Novotoshkivske	Yes	48.72400820405585 38.62945130401358 212.80525712331024 16.0	48.7240082041	38.629451304	212.805257123	16.0		3854866	b247ac27-aab1-42bd-8bba-c36285c9b994	2017-05-24T14:23:27	139
