Row	Column	Value	related_question	option_name	field_type	options_list	name	option_label	Relevant Settlement	KOATUU	Relevant Community	Extracted Community
103	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Zolote	4423810800	Zolote 2	1
103	comm_q72	Montly	comm_q72		select_one	comm_q72_options			Zolote	4423810800	Zolote 2	1
103	comm_q73	well	comm_q73		select_one	comm_q73_options			Zolote	4423810800	Zolote 2	1
104	comm_q1	No	comm_q1		select_one	comm_q1_options			Zolote	4423810800	Zolote 2	1
104	comm_q63	Shelling	comm_q63		select_multiple	comm_q63_options			Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option7	0	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option16	1	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Zolote	4423810800	Zolote 2	1
104	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Zolote	4423810800	Zolote 2	1
104	comm_q72	Not in last three months but has happened	comm_q72		select_one	comm_q72_options			Zolote	4423810800	Zolote 2	1
104	comm_q73	piped drinking water	comm_q73		select_one	comm_q73_options			Zolote	4423810800	Zolote 2	1
105	comm_q1	No	comm_q1		select_one	comm_q1_options			Katerynivka	4423881102	Katerynivka	0
105	comm_q63	Community tension Mines and ERW	comm_q63		select_multiple	comm_q63_options			Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option2	1	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option16	0	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Katerynivka	4423881102	Katerynivka	0
105	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Katerynivka	4423881102	Katerynivka	0
105	comm_q72	Weekly	comm_q72		select_one	comm_q72_options			Katerynivka	4423881102	Katerynivka	0
105	comm_q73	well	comm_q73		select_one	comm_q73_options			Katerynivka	4423881102	Katerynivka	0
106	comm_q1	No	comm_q1		select_one	comm_q1_options			Orikhove	4423881502	Orikhove	0
106	comm_q63	Community tension Mines and ERW	comm_q63		select_multiple	comm_q63_options			Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option2	1	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option16	0	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Orikhove	4423881502	Orikhove	0
106	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Orikhove	4423881502	Orikhove	0
106	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Orikhove	4423881502	Orikhove	0
106	comm_q73	well	comm_q73		select_one	comm_q73_options			Orikhove	4423881502	Orikhove	0
107	comm_q1	Yes, functioning	comm_q1		select_one	comm_q1_options			Kirove	1411245300	Kirove	0
107	comm_q63	Pillage\destruction of property other (specify) Shelling	comm_q63		select_multiple	comm_q63_options			Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option8	1	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option7	0	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option16	1	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Kirove	1411245300	Kirove	0
107	comm_q63/comm_q63_option13	1	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Kirove	1411245300	Kirove	0
107	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Kirove	1411245300	Kirove	0
107	comm_q73	piped drinking water	comm_q73		select_one	comm_q73_options			Kirove	1411245300	Kirove	0
108	comm_q1	Yes, functioning	comm_q1		select_one	comm_q1_options			Kirove	1411245300	Kirove	0
108	comm_q63	other (specify) Shelling	comm_q63		select_multiple	comm_q63_options			Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option7	0	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option16	1	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Kirove	1411245300	Kirove	0
108	comm_q63/comm_q63_option13	1	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Kirove	1411245300	Kirove	0
108	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Kirove	1411245300	Kirove	0
108	comm_q73	piped drinking water	comm_q73		select_one	comm_q73_options			Kirove	1411245300	Kirove	0
109	comm_q1	No	comm_q1		select_one	comm_q1_options			Nelipivka	1411246200	Nelipivka	0
109	comm_q63	Shelling	comm_q63		select_multiple	comm_q63_options			Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option7	0	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option16	1	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Nelipivka	1411246200	Nelipivka	0
109	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Nelipivka	1411246200	Nelipivka	0
109	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Nelipivka	1411246200	Nelipivka	0
109	comm_q73	well	comm_q73		select_one	comm_q73_options			Nelipivka	1411246200	Nelipivka	0
110	comm_q1	No	comm_q1		select_one	comm_q1_options			Novoselivka	1425586503	Novoselivka	0
110	comm_q63	Mines and ERW Lack of Psycho-Social Support Shelling	comm_q63		select_multiple	comm_q63_options			Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option12	1	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option16	1	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Novoselivka	1425586503	Novoselivka	0
110	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Novoselivka	1425586503	Novoselivka	0
110	comm_q72	infrequently	comm_q72		select_one	comm_q72_options			Novoselivka	1425586503	Novoselivka	0
110	comm_q73	well	comm_q73		select_one	comm_q73_options			Novoselivka	1425586503	Novoselivka	0
111	comm_q1	No	comm_q1		select_one	comm_q1_options			Novoselivka	1425586503	Novoselivka	0
111	comm_q63	Community tension Mines and ERW	comm_q63		select_multiple	comm_q63_options			Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option2	1	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option16	0	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Novoselivka	1425586503	Novoselivka	0
111	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Novoselivka	1425586503	Novoselivka	0
111	comm_q72	Weekly	comm_q72		select_one	comm_q72_options			Novoselivka	1425586503	Novoselivka	0
111	comm_q73	well	comm_q73		select_one	comm_q73_options			Novoselivka	1425586503	Novoselivka	0
112	comm_q1	No	comm_q1		select_one	comm_q1_options			Novoselivka	1425586503	Novoselivka	0
112	comm_q63	Mines and ERW	comm_q63		select_multiple	comm_q63_options			Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option16	0	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Novoselivka	1425586503	Novoselivka	0
112	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Novoselivka	1425586503	Novoselivka	0
112	comm_q72	Weekly	comm_q72		select_one	comm_q72_options			Novoselivka	1425586503	Novoselivka	0
112	comm_q73	well	comm_q73		select_one	comm_q73_options			Novoselivka	1425586503	Novoselivka	0
113	comm_q1	No	comm_q1		select_one	comm_q1_options			Novoselivka	1425586503	Novoselivka	0
113	comm_q63	No concerns	comm_q63		select_multiple	comm_q63_options			Novoselivka	1425586503	Novoselivka	0
113	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Novoselivka	1425586503	Novoselivka	0
